root_id,root_type,description,Meaning
3128,R,hubr,"wanton violence, outrage, insolence"
3130,R,"cras, crat",a mixing
3133,S,ioned,having a particular state or thing
3134,S,ately,manner of
3136,R,opin,"think, suppose, imagine"
3138,R,"sauc, sauc(i)",salted
3139,P,ne,not
3140,R,"ind, ind(o)",India
3141,S,aging,"nature of, resembling, worthy of, state of"
3143,S,istry,"quality of, practice of"
3147,S,urous,"possessing, nature of, like, pertaining to"
3150,R,"glomerat, glomerat(e)","gather into ball-shaped mass, accumulate"
3152,P,apo," away, off, from, separate, forth, down, change"
3153,R,"sublim, sublim(e)","uplifted, raised aloft"
3154,S,erior,more of
3156,R,turgid,"swollen, inflated"
3157,S,inal,"like, pertaining to"
3158,R,franc(h),"freedom, right"
3160,S,erly,manner of
3161,R,argu,"find fault with, to reveal"
3162,S,orite,"state of, quality of"
3163,S,ense,"quality of, state of; act of"
3164,S,alion,"tending to, pertaining to, that which"
3165,R,"langu, lingu","language, tongue"
3168,R,"clemen, clement","mercy, mildness, calmness"
3170,R,rate,scold
3171,R,"tempt, tent, tenta, tentat","touch, feel, test"
3174,R,element,"component, particle, rudiment, beginning"
3889,R,"arc, arch","bow, arch"
3178,R,viol,"force, power, energy, violence"
3180,P,e,"to, toward"
3181,S,asy,"quality, state, condition, that which"
3185,R,sthen,strength
3191,R,"engin, gen, ingeni","inherent talent, inborn talent, clever device"
3192,R,"giga, gigant, giganto, titan",giant
3193,R,nymph,"bride, mistress"
3194,R,"narc, narciss","numbness, deadness, torpor"
3195,S,issism,"condition of, behavior of"
3196,R,cater,cat
3197,R,pill,hair; to pluck hair from
3618,P,o,high-pitched
3200,R,mass,"lump, mass"
3202,R,character,"stamp, engraved mark, impressed mark"
3203,R,penetr,"pierce, gain entrance"
3204,S,ialty,"relating to, pertaining to, quality"
3205,R,"sit, sit(e)",food
3206,R,flaccid,"drooping, weak, flabby"
3208,R,mund,world
3209,S,ane,"relating to, belonging to"
3210,S,iary,"that which, or one who, does something; a place for"
3212,R,adelph,"brother, from the same womb"
3216,S,et,relating to
3217,R,"calcul, chalk","pebble, limestone, chalk"
3218,R,gigant,"giant, huge"
3221,R,"bas(e), basi, baso, bat, bet","foundation, base; to go, walk, step, tread"
3223,R,ut,"use, employ"
3224,S,ensil,that which 
3225,S,ional,"like, of, pertaining to"
3226,R,hygien(e),healthful
3227,R,orex,"appetite, longing"
3228,P,ac,against
3229,R,"cause, cus, cus(e), rus(e), rus(h)","reason, motive, charge, find fault, oppose, reject"
3230,R,no,mind
3231,R,"vect, veh, vehe, veigh, vex","carry, bring, energetic, forceful, agitate"
3232,R,"savag(e), sylv","wild, of the woods; forest"
3233,R,estuar,"creek, tide place"
3236,S,try,place for
3241,R,sanat,to heal
3240,R,clysm,"wash, clean"
3243,R,mag,"magic, sorceror"
3245,R,"mino, mens, mes(t)","month, creature of the moon"
3246,R,infest,"hostile, dangerous"
3248,S,otism,belief in
3251,S,ale,"like, of, pertaining to, that which"
4263,R,"urirr, uro",tail tail
3254,R,"trem, trembl(e), tremul","shake, tremble"
3256,R,pars(i),"spare, save"
3932,P,ne,new
3258,S,atist,a person who
3259,S,ry,"one or those who, a collection of"
3260,R,plum,"feather, down"
3920,S,itarian,"a person who, a thing that, pertaining to, believer in"
3561,S,atical,"pertaining to, characterized by"
3265,S,cle,small
3478,R,"cari(c), carr(i), car(go), char, charg(e)","wagon, cart; load"
4014,R,"nod, noose, noue","knot, rope, difficulty, intricacy"
3960,S,estrian,"pertaining to, one who"
3274,R,"jost, joust, just, juxta","next to, close"
3277,P,sug,up
3279,R,"singl, singul","one by itself, one at a time, alone"
3280,R,sorb,"suck up, soak up"
3282,R,possess,"hold, control"
3284,R,"cousin, soro","sister, mother's sister's son"
3286,S,oir,that which
3287,R,ters(e),"clean, wipe away"
3289,R,hiat,"gape, stand open"
3913,P,po,"by, through, behind, after"
3291,S,inize,"to, to treat in a certain way"
3292,P,"sou, souf",up
3293,S,ir,something that does something
3294,S,monial,"a, of or resembling, that which"
3295,R,hallucin,wander in the mind
3297,R,arithm,"number, count"
3298,R,simpl(e),"one-fold, plain, basic, naive"
3299,S,ton,one who
3300,R,"escal, scal, scal(e)","ladder, steps"
3303,R,pill,"pile, pillar"
3304,R,lurid,"sallow, wan, ghastly"
3306,R,"top, topo",place
3307,S,icity,"like, pertaining to, characterized by, that which, quality of"
3949,R,"aur, oar","breath, breeze"
3310,R,"omber, umbr, umbr(a)","shade, shadow"
3311,S,ella,small
3313,S,olence,state of
3315,R,"broc, brocc, brooch","pointed stick, spike, projected"
3316,S,oli,small
3648,S,acitate,"to, to make"
3325,R,"tir, tier, tir(e), martyr","to draw, drawn out, endure, witness"
3326,S,ific,"like, pertaining to, characterized by, causing, that which"
3327,R,thanas,death
3328,S,ented,quality or state of
4272,S,,
3331,R,lat,wide
3333,R,secul,"age, world"
3334,S,cade,procession or spectacle
3335,R,"capill, shevel",hair
3339,S,acular,quality of  that which does or receives
3340,R,"ster, stereo",solid
3341,S,alist,a person who
3342,S,itory,of or relating to
3343,S,eme,unit of
3345,R,cen,mid-day meal
3346,S,itory,"place for, of"
3347,S,orian,one who
3348,P,socio,"companion, partner, friend"
3349,S,io,"a, that which"
3352,R,glyph,to carve
3355,R,pleas,"please, be acceptable"
3357,R,pulver,"dust, powder"
3358,R,col,glue
3359,R,clav(e),key
3361,R,chasm,"a yawning hollow, gulf"
3625,R,"mit, mit(o)",warp thread
3367,R,priv(e),prevent from having
3368,S,amus,one who
3369,S,in,"state of, condition, that which, relating to, of"
3372,R,duk(e),leader
3374,S,ingly,manner of
3375,R,pon,toil
3924,S,quet,that which
3377,S,estrial,pertaining to
3967,R,chang(e),"barter, exchange"
3380,S,ose,sugar
3382,R,frivol,"trifling, worthless"
3383,R,"van, vain, vaunt","empty, hollow, illusory, groundless, futile"
3947,S,icism,"condition of, behavior of"
3388,R,puer,"young boy, child"
3923,S,erone,small
3391,P,toti,"whole, entire"
3392,R,rrhage,"a bursting forth, excessive flow"
3396,R,"horo, hour","hour, time, season"
3397,R,sicc,dry
3401,R,iambic,a metrical foot consisting of a short and long syllable
3402,S,ulet,small
3403,R,glot,"tongue, language"
3405,S,ey,"that which, one who"
3406,R,"melli, mil, molass",honey
3407,R,pard,"big cat, male panther"
3408,R,"moil, moll, moll(i)",soft
3409,R,por,"passage, way, journey"
3410,R,"trench, truncat, trunk","to cut, lop off"
3414,S,"u, ue",that which
3415,R,strep,"shout, make a noise"
3418,R,fum,smoke
3420,S,andum,thing to be
3423,S,oral,pertaining to
3425,R,cut,skin skin
3427,P,"mis, miso",hate
3429,R,polem,war
3430,R,larg,"generous, bountiful"
3432,R,re,"matter, fact, truth, actuality"
3433,R,"deav, debt, du, du(e), dut","owe, ought"
3436,R,"erem, herm","solitary, lonely, desert"
3437,P,mi,middle
3438,S,if,that which
3439,R,ips,self
3440,R,didact,"apt at teaching, to teach"
3442,P,veri,truth
3446,P,sol,"one, only"
3447,S,aire,that which
3449,R,"ent, ess, essent, est, senc, sent","to be, exist, be real"
3450,R,pelag,sea
3452,R,veni,"indulgence, pardon"
3453,S,ula,relating to
3455,S,alism,belief in; name of system
3922,S,ia,"an area on map, a place"
3459,R,"croach, crotch, crouch",hook
3460,R,"bomb, bound","a humming, booming"
3461,S,ard,"bold, hardy"
3462,R,lasciv,run wild
3463,R,ust,to burn
3464,R,"o, or, or(i), os, ush","mouth, door, mouth of river"
3465,R,reas,"to think, consider"
3468,P,tant(a),"so great, as much"
3469,S,ul,"small, little"
3470,P,o,"thoroughly, completely"
3619,S,ishing,"nature of, resembling, worthy of, state of, quality of"
3474,R,verd,green
3479,R,"fil, fil(e), fil(i)","thread, string"
3480,R,"ec, eco, ecumen, ish, ocese, oc(h)","dwelling, house, jurisdiction, world"
3481,P,os,in front of
3482,R,foment,"wood for kindling, poultice"
3483,R,pat,"to be open, visible, accessible"
3484,R,patin(a),"plate, dish"
3485,R,"nucle, nucleo(t)",center of a nut
3486,S,arity,"like, resembling, having, pertaining to"
3487,S,ivat,to make or do
3490,S,und,state of
3491,P,pro(f),forth
3492,R,"taint, tinct","to dye, wet, stain"
3494,P,s,"apart, away from, out, off"
3495,R,"lit, lit(e)","choose, gather, collect, speak, read"
3496,R,myri,countless
3499,R,genar,ten times
3500,R,palin,"back, again"
3501,S,ely,"nature of, that which"
3504,R,"rat, reas, raign","think, consider, calculate, reason, judge, determine"
3974,S,ta,that which
3507,R,nu,"cloud, mist"
3509,R,glutin,"paste, sticky substance"
3510,R,"bon, bona, bount","good, worthy, excellent"
3511,S,icler,one who
3515,S,atim,state of
3518,R,"vent, vent(il)",wind
3588,S,iae,those which
3519,S,ulum,"full of, having, pertaining to, that which"
3520,S,iculum,that which
3521,S,icular,"relating to or resembling, characterized by"
3523,S,uerade,that which
3524,R,"fust, fut, fut(e)","to suppress, rebut, beat; club, stick, staff"
3526,S,age,"to, to make or do"
3527,S,or,to do something
3528,S,ently,manner of
3529,S,antly,the manner of
3532,R,truss,"to twist, wind, wrap"
3534,R,rhap(s),"sew, weave"
3539,P,"ind, indi","in, within"
3540,R,ig,need
3541,R,ruin,collapse
3542,R,"col, coul, cull","filter, strain"
3549,S,idate,"to make, do"
3550,S,istical,"relating to, characterized by"
3551,S,erous,"of, possessing, full of, nature of, like, pertaining to, that which"
3552,S,ousness,"possessing, full of, nature of, state of being"
3553,S,ionary,of or relating to
3554,S,ionary,"that which, or one who, does something"
3555,S,enger,a person who
3556,S,assed,state of made to be
3557,S,assment,that which makes 
3558,S,ually,manner of
3559,S,orial,pertaining to that which
3560,S,ically,manner of
3568,R,"rod, rol, roll, rot, rotund, round","wheel, revolve, round"
3570,S,ational,pertaining to
3571,R,pulchr,beautiful
3573,S,itant,quality of
3574,S,eum,"that which, place for"
3575,S,itiously,the manner of
3578,S,ica,"that which, place of"
3580,S,ating,"state of making, state of being, quality of causing"
3582,R,cardin,hinge
3585,S,anceship,that which
3586,S,alize,"to, to make, to cause to become"
3587,S,alized,the state of becoming
3882,R,obel,sharp-pointed rod
3592,S,iced,"to, to make, state of"
3594,R,"cald, cald(r), calor, cauld(r), chaf, chal,  chauf(f)","to be warm, hot; stoke"
3595,S,eur,"one who, manner of, state of"
3596,R,"marr, marit","married, united"
3597,S,itative,"state or quality, that which"
3599,R,bouch,"mouth, cheek"
3600,R,ret,net
3601,S,ina,"like, pertaining to"
3603,R,echo,sound
3604,R,pulpit,stage
3605,S,acing,to be
3606,S,arly,manner of
3607,S,"cul, cule","to; result of, act of, quality of"
3608,S,ilization,act or process of making
3609,S,astically,"in the manner of, nature of"
3610,S,ential,"quality of, pertaining to"
3611,S,entials,"those which, quality of"
3612,S,eting,action or process of doing
3613,R,"ag, ig","say, speak, affirm"
3615,S,y,"one who, those who"
3616,P,u,not
3617,P,somer,over
3621,S,ated,"made, done"
3622,R,seri,silk
3627,R,"cout, cout(re), sut",sew together
3628,S,ered,"state of, with"
3629,S,eurship,the skill of one who
3630,R,"plumb, plomb, plum(m), plung(e)",lead
3631,S,agement,"state of, that which"
3634,S,ionship,"state or condition of, skill of, that which"
3637,R,"flat, flav, fle, flout, flut","blow, exhale, play a pipe"
3638,S,orful,"quality of full, fully"
3639,R,"pace, pand, pans, pass, past, pawn","step, go, pass by, extend, spread"
3643,S,om,quality of
3644,S,ent,"inclined to, tending to, action of"
3651,S,thon,prolonged activity
3652,R,ovat,"rejoice, exult"
3653,R,etio,"cause, responsibility"
3655,S,olent,"full of, rich in"
3658,R,"reg, rex, roy","king, sovereign"
3659,R,"can, can(e), chan(n)","reed, cane, pipe, channel for water"
3661,S,ister,"a person who, that which"
3662,R,"gorg, gurgit","whirlpool, deep chasm, abyss, throat"
3663,R,cliv,"slope, hill"
3668,R,"figur, figur(e)","a form, shape"
3669,R,"lign, xylo",wood
3670,R,bugl(e),"ox, cow, bull"
3671,R,"dulc, dulc(i)",sweet
3672,R,"val, vass",servant
3673,S,al,one who
3675,S,ionistic,"like, pertaining to, characterized by"
3677,S,aline,"pertaining to, that which"
3680,S,eering,"action or process of doing, characteristic of"
3681,S,eerism,practice of engaging in
3682,S,euse,female
3683,S,alist,"like, of, pertaining to the quality of"
3684,R,conniv(e),"close the eyes, blink"
3686,R,limb(o),"hem, fringe"
3687,R,uran,heaven
3689,S,ium,chemical element or group
3690,S,let,something worn on
3695,S,est,quality of
3697,S,heid,state or condition of being
3698,R,"copul, coupl","bond, connection"
3700,R,lit,"action at law, lawsuit"
3703,S,ous,"characterized by, quality of"
3706,S,ority,"possessing, nature of, pertaining to, that which"
3708,R,"consul, consult, counsel","deliberate, consider, reflect"
3709,S,eled,state of
3710,R,"chair, chais, hedr","chair, seat, base, side"
3711,R,"sched, schism, schist, schizo, scind, sciss","cut, split, cleave, tear apart, division of opinion"
3714,R,aure,"gold, golden"
3715,S,ole,that which
3716,S,ange,"that which, result of, act of"
3717,R,cavil,"jeering, scoffing"
3718,R,triumph,to have a procession to celebrate a victory
3720,S,ener,one who
3725,S,yon,that which
3726,R,"crust, crout, cryst, cust ","rind, shell, crust, husk, ice, freeze, transparent"
3727,R,ont(o),beings
3729,R,"dais, desk, disk","quoit, disk, discus, table"
3731,R,argo,"swift; white, shining"
3733,R,mer(e),"pure, unmixed"
3737,R,prior,"former, previous, in front"
3740,R,"poei, poem, poet, poetr","make, do, create, creator, poet"
3741,R,eleg,mournful song
3742,R,lyr,a lyre
3743,R,ep,"song, word, poetry"
3744,R,victim,"victim, sacrifice"
3747,S,am,that which
3748,R,"past, pastr, pat","dough, paste"
3749,S,erie,a place for
3750,S,iss,pertaining to
3751,R,equ,"horse, horse hair"
3752,R,mutu,"in return, done in exchange, borrowed, reciprocal"
3753,R,glob,"sphere, somewhat spherical mass"
3754,S,at,"full of, quality of"
3755,P,out,"out, outside"
3756,S,itation,"act of, state of, process, result of doing something, that which"
3757,R,"marg, margin","border, edge"
3759,R,"coact, quat","force, compress, collect"
3762,R,pron(e),leaning forward
3763,R,"niger, nigr, neg",black
3764,R,turp,"shameful, base"
3771,R,"con, con(i)",cone
3773,P,intel,between
3774,R,"dactyl, dat(e)","finger, toe"
3776,R,"sacchar, sucr, sug",sugar
3777,S,etary,of or relating to
3779,R,orchestr(a),place between the stage and audience where the theatrical chorus danced
3780,R,angel,messenger
3781,R,"vaccin, vaccin(e)",of cows
3786,S,inant,"that which, state of, quality of, condition"
3790,R,id,same
3791,P,um,not
3796,R,"tort, tort(a)","flat cake, round of bread"
3797,S,illa,small
3798,R,austr,south
3799,R,"chiro, prest, geon","hand, at hand, nimble"
3801,R,"gluc, glyc, lico","sweet, sugar"
3802,S,ine,halogen
3803,S,i,(plural)
3804,R,aden,gland
3805,R,"alb, aub",white
3964,R,visc,"mistletoe, birdlime"
3807,S,le,"repeatedly, continuously"
3808,R,"velop, velop(e)",wrap up
3809,S,enary,"relating to, quality of, that which"
3810,S,ino,"relating to, pertaining to, quality of, that which"
3811,R,cirr,lock of curly hair
3812,R,cyan,dark blue
3813,S,ide,binary chemical compound
3815,R,cyst,"bladder, pouch, bag"
3816,P,brachy,short
3817,R,branchio,gills
3818,R,"cephal, cephalo",head
3819,S,bi,"indicating a place, somewhere"
3820,S,ma,that which
3821,R,alpha,"beginning, first letter of Greek alphabet"
3822,S,ered,to be something (past tense)
3823,S,iative,inclined to
3824,S,ively,manner of
3826,P,erythr(o),red
3827,R,mycin,substance obtained from fungus
3828,R,enter,intestines
3830,R,hapl,single fold
3833,R,"regio, regio(n)","direction, boundary-line, locality"
3834,S,icat,"to, to make"
3837,S,ise,"to, to make"
3841,S,one,"large, big, grand"
3842,R,medal(li),metal
3844,S,iary,"of or relating to, quality of"
3845,P,dino,"terrible, monstrous"
3846,R,"lamp, lant",to shine
3847,R,"establ, stabil, stabl","steady, firm"
3848,R,mei,"less, lessor"
3849,R,"zym, zymo",leaven
3850,R,tem,alcoholic drink
3853,S,e,"female, feminine"
3854,R,"pol, pon, poul, pool, pul, pusil","young animal, tiny"
3856,R,"ion, on",a charged particle
3857,R,silic,"hard stone, flint"
3858,S,on,a nonmetal
3859,R,"mint, monet","coin, money, a place where money is made"
3860,S,eign,state or qualitiy
3861,S,iny,the act of
3862,R,"stamen, stamin",thread
3863,R,angio,blood vessel
3864,R,viron,"a circle, circuit"
3865,S,oyant,"characteristic of, relating to"
3866,R,bast,to build
3867,S,bund,acting in a certain way
3868,R,ichthyo,"fish, fish market"
3870,R,nes,"island, dry land"
3871,P,nan(o),"dwarf, little old man"
3872,R,oo,egg
3873,R,"plan, planet","wander, wanderer"
3874,R,ornitho,bird
3875,R,ov,"egg, egg-keeper"
3877,R,digit,finger
3879,R,"gym, gymn","naked, unclad"
3880,S,asium,a place for
3883,S,iti,small (plural)
3885,R,mat,morning
3886,S,inee,"relating to, pertaining to, that which"
3888,S,urously,the manner of
3897,R,stetho,chest
3898,R,mamm,"breast, udder"
4229,S,mentation,process of
3899,R,"frain, fren","to check, curb, control, to hold in with a bridle"
3900,P,indu,"in, within"
3903,R,acea,heal
3904,S,ble,fold (a multiplier)
3905,S,ific,make
3906,R,stipulat(e),to exact a promise
3910,S,oid,"a form, shape"
3911,R,Latin,from the district in which Rome was situated
3914,R,grom,"thunder, roar"
3916,S,inate,"being full of, having the quality of"
3917,S,inately,in the manner of
4221,R,ventri,"belly, abdomen, stomach, small cavity"
3928,S,cill,small
3931,P,par,"through, thoroughly"
3934,R,thal,valley
3938,R,deterior,"worse, less desirable"
3940,S,erant,"having the quality of, characterized by"
3941,S,erary,of or relating to; that which
3942,R,lit,"the people, public"
3943,S,astical,pertaining to
3945,R,dew,moisture
3946,S,izen,pertaining to
3948,S,te,"state, condition or quality, that which"
3951,S,oning,the act or process of doing (something)
3952,S,os,that which
3953,S,sionment,"quality of, state of, result of, product of, act of, that which"
3954,R,lit,supplication
3955,S,any,that which
4196,S,ester,"to, to make"
3956,S,ior,"state of, that which"
3957,S,ule,pertaining to
3959,S,ison,"the act of, that which"
3961,S,der,"a, that which does something"
3962,R,ascet,"hermit, monk"
3963,R,trich,big sparrow
3965,S,re,that which
3968,R,titl,"label, description"
3970,S,lary,of or relating to
3973,P,up,upward
3975,S,inary,having the quality of
3976,R,fuddle,to be confused
3978,S,ard,to engage in an activity
3981,S,iatr,healing
3982,S,toire,that which
3984,R,test,tile; earthenware pot
3986,S,ridge,that which
3987,S,el,to do
3988,P,"ad, adv","from, away, from off, down, against"
3989,P,v,"away, from, from off, down"
3990,S,fied,made; having the quality of
3992,S,uary,person or thing belonging to; place for
3994,R,mart,"Roman god of war, war"
3995,R,olymp,site of the original Olympic games
3996,R,crastin,"belonging to tomorrow, of the next day"
4011,S,acist,one who
4000,R,shrin(e),a case or box for keeping papers
4001,S,ion,one who
4004,R,cret,Cretan (from the Isle of Crete)
4005,R,calyps(e),"to cover, conceal"
4006,R,odyn,pain
4007,S,"bond, bund",tending to do or be something
4008,S,ura,that which
4009,P,ar,"not, without"
4010,R,mening,membrane
4015,S,ion,"to, to make"
4016,R,cr,to shout out in complaint
4017,R,cali,shoemaker's last
4018,R,bank,long seat
4019,S,ental,quality of
4020,S,inous,"like, tending to"
4021,S,ade,quality of
4022,S,ioner,a person who does an action
4024,S,mental,that which
4025,R,dyn,pain
4026,R,ap,bees
4027,R,"beef, bo, bov, bu, buco(l), bugl, buffalo, but, butt","ox, cow, bull, cow cheese, butter"
4028,R,"pisc, poise, prisc",fish
4029,S,ine,"resembling, quality of"
4030,R,simi,ape
4031,R,urs,bear
4032,S,issus,condition of
4033,S,eria,that which (plural)
4034,S,et,that which
4035,R,"mill, mol, mol(u)",to grind (in a mill)
4036,R,"prid, proud, prov, prow","to be good, be of use, be helpful"
4037,R,taur,bull
4038,R,"aeon, ag, ag(e), eon, etern, ev","age, everlasting, time, life, generation"
4041,R,"pap, pop",father
4043,R,guard,"warden, watcher, keeper"
4044,S,onist,one who
4045,S,entious,"inclined to, tending to"
4046,S,omatic,"like, pertaining to, characterized by"
4047,R,academ,school where Plato taught
4048,R,"amin, amine, ammon",compound derived from ammonia; from the Egyptian God Ammon
4049,P,t,the
4050,R,basil,king
4051,S,ionally,in the manner of
4052,R,"cancel, chancel, chancell","gridwork of bars, barrier, lattice"
4053,R,"canc, cank, carcino","cancer, tumor, malignant disease, sore"
4055,S,e,"a, that which, act of, state of, one who"
4056,R,"cais, capsul, cas, cash, cask, cate, sash","container, small box, chest"
4057,R,"cate, chain","chain, link"
4058,R,"cod, cow, queue","tail, line"
4060,P,be,by
4061,S,ole,"to, to make"
4063,S,ander,that which
4064,R,"cort, cortis","bark, rind, shell, husk"
4065,S,ex,"a, that which"
4066,S,one,from the
4069,S,ible,that which
4068,R,"crass, cruc, greas, greas(e)","thick, stupid, fat"
4070,S,ard,that which
4071,S,iority,state of
4072,R,"coop, cup","barrel, vat, cask, tub, drinking container"
4074,R,"chlor, chloro","green, light green"
4075,S,uroy,course fabric
4076,R,harp(si),harp
4077,S,ol,flute
4078,S,a,one who
4079,S,endum,that which is
4288,R,chthon,earth
4081,S,antine,"quality of, state of"
4082,S,ond,that which
4083,S,icum,small
4084,P,sud(d),"under, up to, before"
4085,S,e,"to, to make"
4086,S,e,"state of, quality of, worthy of, result of, having"
4087,R,"eros, erot","love, desire"
4090,S,ti,that which
4228,S,edly,manner of
4091,R,"far, farr","grain, meal, flour"
4092,S,ago,that which
4093,S,ay,that which
4094,R,"febr, fev",fever
4095,R,"fol, fool","bellows, inflated ball, windbag"
4096,S,est,that which
4097,P,d,from
4098,S,elry,that which brings
4099,S,eral,pertaining to
4100,S,erate,one who is
4101,S,erate,"to, to make"
4103,S,esis,"pertaining to, one who, that which"
4104,S,etics,study of
4105,S,ito,state of
4106,S,izant,quality of
4107,S,aiss,action of
4108,S,oiss,very
4110,S,"oiter, oitre","to, to do something"
4115,R,"ver, vern","spring, occuring in spring"
4117,R,"ger, geronto","old age, old man"
4119,S,iatrics,"science of, physician of"
4120,S,al,place where
4121,S,are,"of, containing"
4122,R,hen,one
4123,S,aly,that which
4124,S,alous,"like, pertaining to, characterized by"
4125,P,"al, el, il","the, on the, to the"
4126,S,en,one who
4127,S,le,"to, to make"
4128,R,"cen, cene, cent","new, fresh, young"
4129,R,caco,bad
4130,R,"carat, carot, carrot, cer, cerat, cerato, ceros, karat ","horn, carrot"
4131,R,"klept, klepto","to steal, cheat"
4216,R,quasi,"as if, practically, almost"
4132,S,erties,those which
4133,S,ersome,"like, pertaining to, characterized by"
4134,R,"lac, lag, lak(e)","lake, hole, gap, pond"
4135,S,endary,pertaining to
4208,R,"seism, seismo","earthquake, shock"
4136,S,ster,one who
4137,S,acal,having
4138,R,mul,milky
4139,R,phylact,"watch, guard, sentinel, protection"
4140,R,lub,"oily, slippery, inconstant"
4141,R,lup,wolf
4143,S,o,one who
4144,S,ialistic,"inclined to, tending to"
4145,S,iculate,"to, to make, do"
4146,S,est,"to, to make"
4147,R,"mill, mol","mill, to grind in a mill, sprinkle grain"
4148,R,gage,pledge
4149,S,ities,those which
4150,S,ication,process of
4227,S,ely,manner of
4151,S,erator,that which
4152,R,mach,"battle, fight"
4153,R,"math, mathem","learn, something learned, knowledge, science"
4154,S,atics,"like, pertaining to, characterized by"
4157,R,"manc, mancy, mantis","seer, prophet, diviner "
4158,R,mast,breast
4159,R,"met, mett","ore, mine, metal"
4160,R,"met, metr, metro","mother, womb"
4161,S,ion,place of
4162,R,"nas, rhino",nose
4163,R,"niche, nick",nest
4164,R,"nic, nike","victory, conquest"
4165,S,isade,that which
4166,S,enate,"to, to make, to do"
4167,S,enable,able to be
4168,S,ionately,manner of
4169,S,ity,tendency
4170,S,ious,"to, to make"
4171,R,pip,"chirp, peep"
4172,S,mentary,of or relating to
4230,R,hagio,holy holy
4173,P,preter,"past, by, beyond"
4174,S,arian,belonging to
4175,R,pachy,"thick, massive"
4176,R,"celer, sley",celery
4178,R,"blam, blas","rebuke, condemn, criticize"
4179,P,ant,in return
4180,R,"priest, presby","old man, elder"
4181,S,b,to be
4183,R,numin,"divine power, divinity, deity"
4184,R,fenestr,window
4185,R,tellur,"land, earth, ground"
4186,R,"rom, Roma, Roman","Rome, Roman "
4187,R,rosa,rose
4188,S,eo,"a, that which, place"
4189,S,atism,condition of
4190,R,"rhizo, ric(e)",root root
4191,P,e,a
4192,R,squire,"shield, shield bearer"
4193,R,supin,to lay on one's back
4194,R,troph,"nourishment, food"
4195,S,entary,state of
4197,S,erer,a person who
4198,R,"ist, sist, st, stab, stag, stai, stat, stic, stanc(h), stem, staunc(h), stet(r)","stand, firm, fixed place"
4199,S,eer,"to, to make"
4200,S,ineer,"a person associated with, engaged in"
4201,S,istics,study of
4202,S,ionery,those which
4238,S,idation,quality of
4203,R,"etud, stud","have zeal for, devote oneself to"
4205,R,"gamb, jamb","leg, leap, spring, bend"
4207,P,en,over
4209,P,for,for
4210,P,bi,over
4212,S,er,quality of
4213,R,"tach, tacho","speed, swift"
4215,R,"ther, treac",wild beast
4217,R,"qui, quid, quip, quo, quor","what, which, who, whom"
4219,R,"vas, vasc, vess","container, bowl, cask, ship"
4220,S,mently,manner of
4222,P,pee,away
4223,S,iable,worthy of
4224,S,ualize,act of
4225,R,xylo,wood wood
4226,R,zon,"belt, girdle"
4231,S,ities,study of
4232,S,itor,one who
4233,S,teel,well
4234,S,erally,manner of
4235,S,lesome,state of
4236,S,ivating,tending to 
4237,S,erness,quality of
4242,S,ain,place of
4241,S,ionate,"full of, quality of, state of"
4243,S,y,study of
4244,S,ously,manner of
4245,R,barb,beard
4246,R,"box, pyx","boxwood, box"
4247,R,"cen, ceno, coen","common, shared"
4248,R,"gout, gutt",drop
4249,S,itionist,a person who makes
4250,R,"ferr, ferri, ferro",iron
4251,R,"grat, grid, grill","lattice, wickerwork, hurdle"
4253,R,yl,"matter, substance, stuff"
4254,R,"ma, mes, mon","my, mine"
4255,R,"onych, onyx, ungul","nail, claw, hoof"
4277,R,"deino, dino","terrible, monstrous"
4256,R,stop,oakum
4257,R,pepper,pepper
4258,S,oni,that which
4259,R,"styl, stylo","pillar, column"
4260,R,purpl,purple
4261,R,"phyl, phylo","race, tribe, class"
